,Coefficient
frilled_bra,1.0971468628210992
"demon_wings,",1.0939444173758075
crescent_moon,1.0928709887727586
petticoat,1.0918947602805937
holding_paintbrush,1.0869657451559955
holding_stuffed_toy,1.085640654930621
headband,1.0822589507780433
parody,1.0817079274116095
faceless,1.0781834906397276
;o,1.0762851252689785
comic,1.0753323633437226
"neck_tassel,",1.073680242433227
"fireworks,",1.0727879397024795
multiple_rings,1.069291947633286
kal'tsit_\(arknights\),1.0691644731594478
"helmet,",1.0669961396589167
huge_breasts,1.0665621902831708
"food_focus,",1.0652647768453072
"chart,",1.0637322559627047
arm_tattoo,1.0608503503034161
ringlets,1.0568987912987051
"lace-up_boots,",1.0531232016246228
red_vest,1.05122664520929
"green_cape,",1.0508337270977919
"blue_nails,",1.0502557359963252
abs,1.0500870786306133
"whale,",1.0485584289323666
"stole,",1.0441173592448025
rainbow,1.041421604105531
"book_stack,",1.034210418477291
"holding_eyewear,",1.0320658387403725
black_collar,1.0313757419845169
"black_nails,",1.030821084082991
spot_color,1.029180608432919
blindfold,1.0238192389597494
silhouette,1.0236556057936939
"ankle_ribbon,",1.0226943180362589
"aerial_fireworks,",1.0226067711901665
"red_pantyhose,",1.0209829046435945
"hand_on_another's_chin,",1.018711876493911
rice,1.0159441366680735
thick_thighs,1.0155495986631649
"arms_at_sides,",1.0145006205180682
brown_sweater,1.0137224584674265
"eyewear_on_head,",1.012001102642774
"food_on_face,",1.0107133992373556
siro_\(dennou_shoujo_youtuber_siro\),1.0105845926376609
"red_nails,",1.0104650125915882
"birthday_cake,",1.0084998828608034
drone,1.006519018230171
butt_crack,1.0062073652813361
"chain-link_fence,",1.0038986561327337
waving,1.0016935132586462
"low_ponytail,",1.0014400301931086
"red_ascot,",1.0005141717496497
"male_child,",1.0000085489937924
leggings,0.9988785686381395
"maid_bikini,",0.9985311864848126
transparent_umbrella,0.9977975051709723
aqua_necktie,0.9935670881670909
"two-tone_ribbon,",0.9934919171617023
sirius_\(scorching-hot_seirios\)_\(azur_lane\),0.9930108003600159
aether_\(genshin_impact\),0.9928543302260695
"dark-skinned_male,",0.9927019376386065
web_address,0.9916585872554534
"curtain_grab,",0.9908631381699211
greyscale,0.990641529611928
chromatic_aberration,0.9901994391336957
expressions,0.9900242692727587
sakura_miko,0.9888255972351584
towel_around_neck,0.9878348256349089
"holding_shoes,",0.987573100096339
"claws,",0.986537577145833
brown_coat,0.9855056591154177
food_focus,0.9849072040827737
"blue_flower,",0.9823326180528965
"off-shoulder_bikini,",0.9821768193725783
"demon_slayer_uniform,",0.9813494941082952
"headphones_around_neck,",0.979920257617062
scaramouche_\(genshin_impact\),0.9798210334792022
scabbard,0.9790904806892226
"camisole,",0.9747156635386739
"blue_rose,",0.9737600004649918
"greyscale_with_colored_background,",0.9734032121091623
konpaku_youmu_\(ghost\),0.9733999220162837
boar,0.9727271983581378
paw_pose,0.9727092048472893
pink_bra,0.9690650688394915
gojou_satoru,0.9680817905399459
"star_halo,",0.9680695677846428
bikini_top_only,0.9649917132622099
thumbs_up,0.9646732472090925
picture_frame,0.961792830751519
"black_armor,",0.9616124152025289
"flower-shaped_pupils,",0.9603540209384849
"blue_apron,",0.9600629501547518
tower,0.9596556179609395
"mecha,",0.9591992298867683
kanzaki_ranko,0.9587907460683025
sasaki_saku,0.9545959241758326
"crop_top_overhang,",0.9541881733790027
speech_bubble,0.9541074175846568
"boxcutter,",0.9537188253293732
eyewear_removed,0.9537004588044937
"yaoi,",0.953411909059448
shaded_face,0.9513465712796688
"bubble,",0.949916404543961
"aran_sweater,",0.9493776342236155
business_suit,0.9475389626374395
parasol,0.9473790374268481
one_eye_covered,0.9470440394758479
drinking_straw,0.9460588366074324
mochi,0.9447422041835479
"floating_island,",0.9442928374000451
"hanasakigawa_school_uniform,",0.9435776044812202
name_tag,0.943277102242194
pocket_watch,0.942229727517134
letter,0.9421169066570403
goat_horns,0.9420183156310938
"polka_dot_bow,",0.9419029836608971
oversized_object,0.9410345081310015
spring_onion,0.9402354650738429
strap_gap,0.9399031837260784
"capelet,",0.9395828461220566
laptop,0.9392275819735858
"stone_stairs,",0.9382384516108042
aqua_skirt,0.9373171505926216
low_wings,0.9368274982502203
"sunflower_hair_ornament,",0.9367071907585072
"flower_field,",0.9364281902752324
undercut,0.9346317318803272
merlin_\(fate/prototype\),0.9336922518058731
hair_over_shoulder,0.9322145684311506
"love_letter,",0.930716251243663
"string_of_fate,",0.9305382469503479
usada_pekora,0.9295240908315474
cityscape,0.9272211275865017
evil_smile,0.9263304202937884
eyepatch,0.9240154805024278
realistic,0.923431847234069
bondage,0.92133878788482
yellow_scrunchie,0.9208196755773588
suletta_mercury,0.9196152145448359
asuna_\(sao\),0.9184669115663641
"layered_skirt,",0.9180739784408601
peach,0.917211375645627
white_choker,0.9136721967859578
"chaldea_uniform,",0.9136564652021484
sora_ginko,0.9135312951487223
horse_girl,0.9124845662629851
"starry_sky,",0.9122562706845659
"bottle,",0.9116564297034307
ear_ribbon,0.9114218653322295
"paw_pose,",0.910312327931185
holding_cat,0.9092225387338424
nekomata_okayu,0.9086583416377084
"plaid_pants,",0.9086311545278094
korean_clothes,0.907554941968771
yellow_skirt,0.9064242073220858
"long_tongue,",0.9056212062540633
company_name,0.9044569370222048
pink_cardigan,0.9025731765016927
"infinity,",0.9024609696758402
ears_through_headwear,0.9017082927967486
hat_bow,0.9010400501177115
"dango,",0.9008004329252816
rose_petals,0.8997094464652752
6+girls,0.8990449740532112
black_rock_shooter_\(character\),0.8963926224817884
outline,0.8947802588043795
"mask_pull,",0.8940940875636733
"balloon,",0.8937122809979431
twilight,0.8933843105581635
head_rest,0.8931366022403189
dancer,0.8914942129376016
"burger,",0.8904055675439044
bow_\(weapon\),0.8903696948510469
"o-ring_bikini,",0.8903253489401511
pouring,0.8900223447825131
shelf,0.889165446822521
"mop,",0.8891299581008184
"black_cloak,",0.8885363901686253
"pantyhose_pull,",0.8879955448513221
kiss,0.8877055647789159
"fox,",0.8863867058741908
"gekkoukan_high_school_uniform,",0.8863344074961993
"alarm_clock,",0.8859118846125321
"on_floor,",0.8850409521840505
"path,",0.8839016966459279
red_headwear,0.8828714801723575
black_border,0.8808301713587761
drooling,0.8805002571426396
"jingasa,",0.8795472403865862
"hands_on_hips,",0.8790589763487429
butterfly_on_hand,0.8789170228833872
"blue_theme,",0.8786885879399402
shushing,0.877989110363136
"flat_cap,",0.8774778773208014
jumping,0.8771057551530271
"hands_in_hair,",0.8761551781839587
"hand_on_another's_face,",0.8755942600114449
rigging,0.8755044637376268
4koma,0.8746743487078876
"duck,",0.8740545803376477
kuwayama_chiyuki,0.8725984234370434
bear_ears,0.8719719775013686
"giantess,",0.8713762366143859
"ripples,",0.8710261143961535
painting_\(medium\),0.8704374471882542
"cup_ramen,",0.8684931089770439
"red_umbrella,",0.8680328190631234
sitting_on_lap,0.8677339374392236
tifa_lockhart,0.8676703190020071
zzz,0.8670587355767244
"space,",0.8669342154114719
"strap_slip,",0.8661974764287469
zero_two_\(darling_in_the_franxx\),0.8653965891093393
layered_sleeves,0.8652924986066427
"overgrown,",0.8651096117240875
"wolf_girl,",0.864942969756782
miko,0.8648070373856684
"black_mask,",0.8643282173713837
"suspender_skirt,",0.861609993530436
heart_print,0.8603074860747564
hand_on_another's_head,0.8598677417994094
"ramune,",0.8588861285410597
from_below,0.8585633337802323
"brown_shorts,",0.8580589921182447
borrowed_character,0.8570734814388418
"mouse_\(computer\),",0.8567330955918843
holding_smoking_pipe,0.8566884622016497
cat_hair_ornament,0.8566206995370174
"arm_garter,",0.8554329924267571
brown_shirt,0.8541457072668127
holding_bag,0.8524424478529633
fujimaru_ritsuka_\(female\)_\(polar_chaldea_uniform\),0.8522520748888003
"brown_shirt,",0.8508759258822499
"pink_shirt,",0.8500052854092045
"see-through_shirt,",0.8499324476163671
"abstract,",0.8498519849316685
"bow_\(weapon\),",0.8495131577438608
"lion,",0.8484183854791874
"vertical-striped_thighhighs,",0.8469836695746583
burger,0.8468406285866782
"lace-trimmed_legwear,",0.8465113158830676
"hair_ears,",0.8458590981539654
ibaraki_douji_\(fate\),0.8458260200304353
"breastplate,",0.8458036352475746
short_kimono,0.8456555977402216
ramen,0.8453285890641489
"crepe,",0.8443843183760286
sirius_\(azur_lane\),0.8442519590823455
cropped_legs,0.8439904048595085
orange_necktie,0.8437514925289585
"blood_bag,",0.8433522514151757
"doujin_cover,",0.8430553498798725
"purple_leotard,",0.8423696511336335
"desk,",0.842263116695665
white_neckerchief,0.840745992106448
multicolored_clothes,0.8401705172903136
"sake_bottle,",0.8396488065722834
"quiver,",0.8393495134892611
"orange_shirt,",0.8386675068460949
"hydrangea,",0.838099615695477
"holding_stick,",0.8380280093848984
torii,0.8372503711688871
whale,0.8363857315811599
"sailor_hat,",0.8358558912595048
split,0.8330235434488243
"multiple_crossover,",0.831464956179331
casual_one-piece_swimsuit,0.8299404874221057
lollipop,0.8298779270280316
"grey_skirt,",0.8294505055634726
trembling,0.8293588462662097
knees_together_feet_apart,0.829090180804237
summer,0.8285879402732975
okita_souji_\(koha-ace\),0.8285866673044929
holding_clothes,0.8284348228483109
lace-trimmed_panties,0.8272939364961281
grey_hoodie,0.8262079559671835
wedding_ring,0.8258989340551902
nakiri_ayame,0.82559390221124
partially_submerged,0.8248843420980221
"bra_visible_through_clothes,",0.8244792014490808
pecorine_\(princess_connect!\),0.8236318398648963
coattails,0.8233020492230795
head_fins,0.8222502610626053
grey_panties,0.8215412273764275
purple_gloves,0.8206738189525866
"chest_jewel,",0.8204786557637059
soap_bubbles,0.8204626347313813
"sample_watermark,",0.8201678340149904
"blue_hoodie,",0.8198465201713439
yellow_footwear,0.8197083914428656
unbuttoned_shirt,0.8188652632940995
tomioka_giyuu,0.818164485512896
"bandaid_on_forehead,",0.8181268556415108
brother_and_sister,0.8174691849284264
"brown_coat,",0.817418905328725
femdom,0.8161983125714798
"uneven_sleeves,",0.816050612533668
double-breasted,0.8159393551405126
hands_on_hips,0.8151775499797812
notice_lines,0.8150704414627318
mecha_musume,0.8141847973149209
avatar_\(ff14\),0.8141370265336754
hyuuga_hinata,0.8140215883745345
lolita_fashion,0.8110873520506746
eyewear_strap,0.8110843574991845
"leg_ribbon,",0.8110823522915461
purple_headwear,0.8102885851934244
tiger_girl,0.809619429877843
red_lips,0.8091366394853943
"ink,",0.8078627613221342
headpat,0.8076970456055483
white_tank_top,0.8076539870318747
holding_pokemon,0.807548500924857
"plaid_bow,",0.8075156610263245
father_and_daughter,0.8071944919971623
"pov_hands,",0.8070485995537716
"grey_skin,",0.8052151322461697
mandarin_collar,0.8050747240232489
"praying,",0.8049904079678009
arm_at_side,0.8049003743098341
horizon,0.8043372885270132
purple_skirt,0.8032530758395311
frilled_panties,0.8032240509679939
frilled_hairband,0.8028993550034026
"dress_flower,",0.8026824266726408
"blue-framed_eyewear,",0.8023249913059765
blueberry,0.802220688493298
seiza,0.8020276455875239
dagger,0.8019980418252131
ahri_\(league_of_legends\),0.8017528776535827
"text_focus,",0.8013433632040831
reverse_trap,0.8010773546011993
shiny_skin,0.8005884473163676
"beanie,",0.8002547942798928
"yellow_shirt,",0.8000095300100183
nian_\(arknights\),0.7998435455909091
aran_sweater,0.7989994555395248
large_breasts,0.7982751527510252
spacesuit,0.7982618371218846
skates,0.7979262477658492
black_bodysuit,0.7978750141747258
"black_buruma,",0.795715448214166
pov_hands,0.7949010088342148
"epaulettes,",0.7929807992702235
kama_\(fate\),0.7927262100254238
bandaged_arm,0.7919811154903643
"frilled_bikini,",0.7919371327520177
stand_\(jojo\),0.7914834834232841
shrug_\(clothing\),0.791455076117959
messy_hair,0.7909782817512807
scenery,0.7900702583944964
"potted_plant,",0.7899297695601729
frilled_shirt_collar,0.7891980723290688
"white_rose,",0.7884215783969508
playboy_bunny,0.7874189229641508
mutsuki_\(blue_archive\),0.787335148379117
armored_boots,0.7872553812202856
"motosu_school_uniform,",0.7871487925501374
intravenous_drip,0.7869232719944267
cooking,0.7864061804981062
hetero,0.7860326614323544
hamaya,0.7858120389212879
chain,0.7857518534930689
autumn,0.7852836762925535
"arm_behind_head,",0.7851501138050516
yin_yang,0.784274106410632
green_background,0.7835680319167285
venti_\(genshin_impact\),0.7831474665731526
competition_swimsuit,0.7828037537162006
white_theme,0.7826281241057604
"hand_puppet,",0.7816419469140096
puppet,0.7816419469140096
purple_footwear,0.7813221766209425
long_fingernails,0.7808747443913272
"holding_jacket,",0.7807618740436348
"holding_can,",0.7806820989765304
"pastry_bag,",0.7805399708561801
twilight_\(spy_x_family\),0.7792123363511188
sex_toy,0.7787057251909503
wedding_dress,0.7784163161045289
"white_belt,",0.7782021263143656
star_hair_ornament,0.777838367272785
"open_hands,",0.7776473829640234
"cross_necklace,",0.7776451464293874
"mushroom,",0.7771800366965514
pink_shirt,0.7770283695628121
holding_doll,0.7768914529352566
asuna_\(bunny\)_\(blue_archive\),0.776723263394376
"holding_pom_poms,",0.7762596713897042
short_eyebrows,0.7761559730434447
orange_pantyhose,0.7756289478273362
"perfume_bottle,",0.7752614098207697
"finger_to_mouth,",0.775008759483665
"hammock,",0.7749680677507454
"shrine,",0.7742775844516442
"butter,",0.773950104896546
"low_wings,",0.7737706044092871
"in_box,",0.7730923645346317
wing_collar,0.7725077077255919
frilled_pillow,0.7720447207253958
"school_desk,",0.7719838027978319
highleg_panties,0.7719398860382048
"snowflake_hair_ornament,",0.7716115504103154
leg_tattoo,0.7705933874405076
furry,0.7700504656112815
"blue_shorts,",0.7691976871784493
"sunflower,",0.7691070486123366
"wine,",0.7690432509030463
meat,0.7684858818035929
fur,0.7678682723952905
"braided_ponytail,",0.7678149581715544
d-pad,0.7671090390314284
platelet_\(hataraku_saibou\),0.7670615306057904
gawain_\(fate\),0.7669691721187537
toned_male,0.7668591137704492
braided_bangs,0.7660163673580538
"blanket,",0.765642381971517
holding_poke_ball,0.765629968464662
"tablet_pc,",0.7655146451800601
"charm_\(object\),",0.76548894846542
"green_sweater,",0.7652955128087132
excalibur_\(fate/stay_night\),0.7652536484240323
suction_cups,0.765135698129542
"holding_book,",0.7647542700866773
"mini-hakkero,",0.7640755876941142
"haori,",0.7632491314581258
fu_hua,0.7632045512097503
year_of_the_rat,0.7630584369364859
ice_cream,0.7624861511087663
black_one-piece_swimsuit,0.7622352482714467
"afloat,",0.761620059058349
"zoom_layer,",0.7607866194306959
enterprise_\(azur_lane\),0.7607192004366689
"after_kiss,",0.7604743967267328
:q,0.7603009138168025
"x-shaped_pupils,",0.7598695503035555
komano_aunn,0.7592775509360661
"chinese_text,",0.7589673302849588
"puddle,",0.7586031249241766
diluc_\(genshin_impact\),0.7583236467414259
shinomiya_kaguya,0.7581304660575703
amane_kanata,0.7570464982863232
remote_control,0.7557200832730226
"snake_hair_ornament,",0.7556065126701835
"oil-paper_umbrella,",0.7552307337747893
"mitsudomoe_\(shape\),",0.7545329334805295
hammer,0.7526575328459018
covering_crotch,0.752311981576339
roller_skates,0.752286115385423
mayuzumi_fuyuko,0.7519675924812761
tsurime,0.7519621080852356
"hands_on_own_cheeks,",0.7510024239496514
"yawning,",0.750882124566741
"mask_on_head,",0.7499316101704104
eyewear_on_head,0.7498824584431434
blue_bikini,0.7497079730693946
nakano_nino,0.7495515864795534
gold_ship_\(umamusume\),0.7492429270168243
"brown_sweater,",0.7491009058030381
animal_nose,0.7486836361279832
"scarf,",0.7483965553036717
out_of_frame,0.7482376139370427
"pink_bowtie,",0.7477457311611245
afterimage,0.7457564909276562
"command_spell,",0.7455837039123682
"shide,",0.7453479449671
bespectacled,0.7447974818314268
"sliding_doors,",0.7447053067897156
+_+,0.7433947572731782
blue_serafuku,0.7432621743255347
"hair_rings,",0.7426750803276233
"covered_eyes,",0.7425129359164423
"adjusting_swimsuit,",0.7410785565609489
"helm,",0.7404277321177859
"minigirl,",0.7399866988307915
"hiding,",0.7392988328051207
yellow_sweater,0.7392622189728059
lavinia_whateley_\(fate\),0.7384227877338173
green_apron,0.73828520982432
"chalkboard,",0.7382037466284486
"rubbing_eyes,",0.7381419924547623
"shikigami,",0.7380106670354469
clothes_lift,0.7377563359040895
floral_background,0.7371809534241323
"under_covers,",0.7365382169701508
"angel_wings,",0.7364753001377446
"black_belt,",0.7358987884466254
office_chair,0.7357129631992677
drawing,0.7356457001428109
"age_progression,",0.735465284924059
embers,0.7348306604689326
"purple_jacket,",0.7347579513087518
"white_serafuku,",0.7346159166172523
"spot_color,",0.734301291032845
disembodied_limb,0.7340338135221712
"grey_dress,",0.7334525827819173
black_armor,0.7333662364772077
"blue_pants,",0.7328111262395657
bat_print,0.7327428033836915
"takoyaki,",0.7324504761593569
"balcony,",0.7315248518884211
blue_hakama,0.7312893968981067
"holding_axe,",0.7311855578581338
paddle,0.7308525052962754
fish,0.73082899106163
kusazuri,0.7307925869464842
name_connection,0.7307624301947989
"jellyfish,",0.730400163644655
pink_footwear,0.7292004090147577
"colored_shadow,",0.7288267155957664
super_crown,0.728722030485001
gradient_hair,0.7286001466571846
"naked_coat,",0.7284198632566941
"multicolored_eyes,",0.728311760749967
ribbon_choker,0.7282585167360046
"broom_riding,",0.7279904104462076
"strawberry_shortcake,",0.7273548762942482
cowboy_hat,0.7260446775752649
"angel_and_devil,",0.725743603054797
"chest_tattoo,",0.7252245871066292
"transparent,",0.7249578722717176
saigyouji_yuyuko,0.7248231728159769
penguin,0.7244756484416363
"kissing_cheek,",0.7234199571950058
brown_hairband,0.7220242802252621
"dirty,",0.721965947104761
"strapless_bikini,",0.72187940114421
"tiger_print,",0.7218752142790358
coffee,0.7214130544741054
"pink_pants,",0.7203976388886754
"poker_chip,",0.7190979774091031
"dominatrix,",0.7189075810845384
witch_hat,0.7188632450031921
broken_glass,0.7188586702056099
"loose_necktie,",0.7185416967358683
scar_on_forehead,0.7183026751654409
symmetrical_docking,0.7181092265478762
holding_animal,0.7180868072885228
"double_v,",0.7175229681954001
tokino_sora,0.7164145036181375
"sun,",0.7160678515801794
branch,0.7156844871020204
formidable_\(azur_lane\),0.7154579765542289
"holding_staff,",0.7149930892234309
"facial_mark,",0.7144432740566292
"cloud,",0.7144380361318755
orange_headwear,0.7143135370006459
breast_curtains,0.7141810842405923
legs,0.7141308973020934
"green_necktie,",0.7141049680443932
witch,0.7133376631948302
"obiage,",0.71280219355625
"black_camisole,",0.7126213226274668
"black_blindfold,",0.7122957473799416
"rabbit,",0.7122808771478617
highleg,0.7119277979743472
hoshikawa_sara,0.7116503588772003
kotatsu,0.7116267477766209
"leather_belt,",0.7110392974447811
"vase,",0.7109202952291901
"father_and_son,",0.7108000895800913
traditional_bowtie,0.7107854901606707
bridge,0.710380709284788
covered_navel,0.7103235332789968
ship,0.7100369311500193
"bridal_gauntlets,",0.7093506794345604
air_bubble,0.7090353878458794
holding_cup,0.7087736368067012
pink_jacket,0.7084611766771235
neck_ring,0.7081987868461918
basketball,0.7081559328262933
"train_station,",0.7080102902010038
"calligraphy_brush,",0.7079889645952552
red_ascot,0.7070967463679944
"artist_self-insert,",0.7068535321496235
hip_vent,0.706650980032319
beard,0.7065088252478213
"riding_pokemon,",0.7062669628261237
"hat_bow,",0.7055257035691771
"cube_hair_ornament,",0.7053315777083659
plunging_neckline,0.7049394743417703
omurice,0.7046705850514479
hat_removed,0.7045545098283953
pectorals,0.7044514229159824
split-color_hair,0.7039287846717747
sink,0.7019640044771801
"car_interior,",0.7014336270034134
shoulder_blades,0.7009085765800176
"wind_chime,",0.7007988330171647
"heart_balloon,",0.7003735471596721
tinted_eyewear,0.7002042213000347
sad,0.699329386724229
black_ascot,0.6991720164615338
"39,",0.6990482350935344
horse_ears,0.6976576066467244
"ribbon-trimmed_dress,",0.6975852434377572
"white_feathers,",0.6975136123358172
gagged,0.6971927425365068
bald,0.6958538498184575
"beret,",0.6955248989390829
uranohoshi_school_uniform,0.6951106713084859
paw_print,0.6946406618597533
fake_animal_ears,0.6940550731781822
multiple_tails,0.6940156752829607
shiroko_\(blue_archive\),0.6933173297799191
"5boys,",0.6928152747428881
mole_on_thigh,0.6927904696205691
"surgical_mask,",0.691597316622613
"head_between_breasts,",0.6915065737474457
xingqiu_\(genshin_impact\),0.6909555413871437
aiguillette,0.6908482655602171
"puppet,",0.6905482867826434
"blinds,",0.6899680242471292
"purple_neckerchief,",0.6897797618410031
"red_hood,",0.6896144953913046
green_bow,0.6893450611915157
"tassel,",0.68910299375987
"asticassia_school_uniform,",0.6887613657050814
miki_sayaka,0.6877040459051761
oktavia_von_seckendorff,0.6877040459051761
wavy_mouth,0.6876922320703507
"blue_scarf,",0.6870203382764423
amiya_\(arknights\),0.6870193482417118
anniversary,0.68636165464724
"pink_hairband,",0.6861044643534705
frilled_swimsuit,0.6851919465560774
"holding_chopsticks,",0.6850803991879457
broom_riding,0.6846293994022918
blue_capelet,0.6845801415670848
"gatling_gun,",0.6841923518646102
multiple_persona,0.683880328966055
"brown_cardigan,",0.6833317812646519
keyhole,0.6832378154992177
"hanetsuki,",0.6829513922738898
"crow,",0.6822090693725041
husband_and_wife,0.6820443054737285
coin,0.6819126076971938
house,0.6809349809595346
flaming_weapon,0.6806652424732841
"flaming_sword,",0.6806652424732841
setsubun,0.680380795663482
panties_under_pantyhose,0.6803303241115547
raccoon_ears,0.6801196636822793
holding_sheath,0.6800029266497232
"holding_bouquet,",0.6800012003185342
"green_gloves,",0.6799985539045784
manga_\(object\),0.6796444760820979
"pornography,",0.6796444760820979
"neck_tattoo,",0.6794852150412433
"morning_glory,",0.6783897018404873
crowd,0.6783423580578594
"hospital_bed,",0.6780619444541388
"centaur,",0.6778428207550036
taur,0.6778428207550036
morino_rinze,0.6767110342117107
feather_trim,0.6766564328537105
okita_souji_alter_\(fate\),0.6763453945932622
wa_maid,0.6760433528990399
bandaid_on_face,0.6759467047255441
holding_syringe,0.6758420659242361
"leash,",0.675361358841577
ass_focus,0.6753468489627766
"shiba_inu,",0.6746321594125663
leonardo_da_vinci_\(rider\)_\(fate\),0.6745533865786103
planet,0.6745116764214183
hoshino_\(blue_archive\),0.6744343287990149
blue_butterfly,0.6742718418020298
"armored_boots,",0.674025667141178
"skirt_suit,",0.6734607985299883
"blue_panties,",0.67184637203302
g36_\(girls'_frontline\),0.6716351096070056
"sun_hat,",0.671154052783316
"nontraditional_miko,",0.671046405838987
sister_cleaire,0.6708090914371427
mini_top_hat,0.6703637932082266
"fishnet_top,",0.6702991824055863
"ladder,",0.6697051339629609
maekawa_miku,0.6693470577175512
"goggles_around_neck,",0.6691737375965813
halter_dress,0.6684524922549462
dildo,0.6679734534658999
"wavy_hair,",0.6677370945222227
"orange_panties,",0.6673947345609991
prinz_eugen_\(azur_lane\),0.6672580154765085
"frilled_leotard,",0.6666332512574411
bandaid_on_leg,0.6665599148932171
trigger_discipline,0.6664683219834368
"kaijuu,",0.6658215701155098
mayano_top_gun_\(umamusume\),0.6656704295540621
insect_wings,0.665010412345478
bangs_pinned_back,0.6649271259064709
"mismatched_legwear,",0.664773444874586
"fish,",0.6643217612194089
"yellow_footwear,",0.6641718043424233
pinstripe_pattern,0.6641304848726146
tomoe_gozen_\(fate\),0.6638204271647397
foot_focus,0.663597927508977
pale_skin,0.6635351022386389
"white_necktie,",0.663344306818274
"pubic_tattoo,",0.6627917832070608
"white_apron,",0.6624967239604611
"insect_wings,",0.6611827288466017
"evening,",0.6611372358043435
"cross_earrings,",0.6609269636930996
tilted_headwear,0.6607069237673031
"holding_ball,",0.660666154958973
lap_pillow,0.660480688881356
red-framed_eyewear,0.6601113077897289
"brown_bag,",0.6598835588283699
"lollipop,",0.6594572647450786
"white_choker,",0.6594151624650993
carrot_hair_ornament,0.6593719535359953
fireworks,0.659357101908797
visor_cap,0.6590572078249619
all_fours,0.6584047982595526
dark,0.6582189115924458
"futon,",0.6567441935007499
chaldea_uniform,0.6563957595826241
kugisaki_nobara,0.6556278581034909
back_bow,0.6553860271116319
"magic_circle,",0.6551406111791638
"blue_choker,",0.6546491431726028
"lily_pad,",0.6546375538620066
"clock_tower,",0.654628346234966
hatoba_tsugu,0.6545946317481622
"grass,",0.6537624379689355
gakuran,0.653445285030197
"mismatched_gloves,",0.6533144555762712
brown_kimono,0.6532385183149918
door,0.6527723009924663
elira_pendora,0.6527705420200378
blue_wings,0.652736714699674
"pink_wings,",0.652736714699674
roxy_migurdia,0.6526327219482869
art_brush,0.6524367138315809
"lion_girl,",0.6522698743183986
pastel_colors,0.6521473998653523
serious,0.6514817193080653
"hair_bell,",0.6514291994118693
bridal_garter,0.6514236638477746
suomi_\(girls'_frontline\),0.6511436438144385
mecha,0.6507472718143925
reze_\(chainsaw_man\),0.6500091251953051
"one-hour_drawing_challenge,",0.6499045488742765
one-hour_drawing_challenge,0.6496744723979302
french_kiss,0.6494220974808345
yellow_headwear,0.6491844475548101
backpack,0.6487388201394675
takarada_rikka,0.648685809833936
"taiyaki,",0.64856204153547
egasumi,0.6484804299569473
pearl_necklace,0.6480031343310292
"hose,",0.6476362526423791
"green_vest,",0.6476134695618283
"sitting_on_desk,",0.6473702688152841
fur-trimmed_sleeves,0.6471184048773677
padlock,0.646918506031719
classroom,0.6468717279026318
dual_persona,0.6466746241360822
"see-through_dress,",0.6462535261695194
demon_slayer_uniform,0.6459714712390051
stick,0.6458432937610975
"shark_costume,",0.6457868230484743
pendant,0.64569157298237
charm_\(object\),0.6452374189198112
under_covers,0.6449759505697533
"hat_removed,",0.6446861660297285
"feather_hair_ornament,",0.6444867283244434
